JobTitle,Company,Location,PostDate,Summary,JobUrl
Financial Analyst I - Financial Planning & Analysis (20 Mont...,Best Buy,"Headquarters, BC","Posted
Posted 16 days ago","Proven experience with Excel, financial analysis, and financial planning.
Bring business meaning to financials by synthesizing financial data, and identifying…",https://ca.indeed.com/rc/clk?jk=e16f99dad78768d3&fccid=027d7cca25a5d14f&vjs=3
Signal Processing Specialist,DATACLOUD,"Remote in Vancouver, BC","Posted
Posted 30+ days ago","Processing and quantitatively analyzing data from multiple sensor modalities.
Participating in design and execution of field tests for data collection and…",https://ca.indeed.com/rc/clk?jk=69721ec3b2a8fdd8&fccid=c101d2f34386322e&vjs=3
"Procurement Specialist, Nova Scotia Food Program (Program Ad...",Province of Nova Scotia,"Halifax, NS","Posted
Posted 9 days ago","Business case analysis capabilities to determine costs and benefits, including total cost of ownership analysis;
Responsible management of public resources;",https://ca.indeed.com/rc/clk?jk=26a37111228a2649&fccid=76b2daf26bb1853b&vjs=3
IT Data Analyst III,TD Bank,"Toronto, ON","Posted
Posted 2 days ago","CUSTOMER: Provide a broad range of data analysis and assess data management requirements for specific data platforms, applications systems, servers aligned to…",https://ca.indeed.com/rc/clk?jk=a5a4eaa1e1d96775&fccid=d7114f1cac8d0711&vjs=3
Tableau Data Analyst,J.D. Power,"Remote in London, ON","Posted
Posted 30+ days ago","Ad-hoc data analysis and reporting.
Own your own data analysis projects from the research phase to production.
Experience working with automotive data.",https://ca.indeed.com/rc/clk?jk=e9df2d8af02157d1&fccid=e6d683aa9f2c173a&vjs=3
Data Scientist,Manulife,"Toronto, ON","Posted
Posted 13 days ago","Innovate and find creative ways to source customer data to support modeling efforts, applying structured and unstructured data using Big Data technologies and…",https://ca.indeed.com/rc/clk?jk=d4d93f876223ab59&fccid=1747adf6142beb48&vjs=3
Senior Data Analyst,BCLC,"Remote in Kamloops, BC","Posted
Posted 13 days ago","Strong data analysis and data modeling skills;
The Senior Data Analyst maintains current data workloads on-premises and be integral to transitioning data…",https://ca.indeed.com/rc/clk?jk=001593a3d8777d78&fccid=f8d1881f9cd6792e&vjs=3
"Manager, AML Data Management",Royal Bank of Canada,"Toronto, ON","Posted
Posted 30+ days ago",Perform data profiling and analysis of data sources to assess data availability and ensure AML data requirements are continually satisfied.,https://ca.indeed.com/rc/clk?jk=3ffd1bec0380cb00&fccid=537b899e30af3338&vjs=3
Real World Data Expansion Analyst,Sanofi US,"Toronto, ON","Posted
Posted 30+ days ago","Scope data access strategy for real world healthcare and non-healthcare data to meet Sanofi strategic objectives.
Ability to understand business needs.",https://ca.indeed.com/rc/clk?jk=65768ea868886194&fccid=5d3ed74ca4598964&vjs=3
Research Analyst Intern - Summer 2023,"The Brattle Group, Inc.","Toronto, ON","Posted
Posted 28 days ago","Undergraduates working towards a Bachelor’s degree in a quantitative discipline (e.g. economics, math, finance, engineering, data science, etc.) with strong…",https://ca.indeed.com/rc/clk?jk=d5bae0f9efd6769e&fccid=4867f0e75c4d6ed6&vjs=3
Data Science Specialist,Celestica,"Toronto, ON","Posted
Posted 30+ days ago","Data Pipeline: Gather required data, organize and manage the data, clean and prepare for modelling.
Story Telling: Develop dashboards and recurring reports to…",https://ca.indeed.com/rc/clk?jk=2105cce5dd92cc0c&fccid=e7e593a18b26fee3&vjs=3
Applied Scientist - Inference and Metrics (Remote),Yelp,"Remote in Toronto, ON
+2 locations","Posted
Posted 30+ days ago","Experience with data analysis/statistical software and packages (pandas/statsmodels/sklearn within Python, R, etc.).",https://ca.indeed.com/rc/clk?jk=b824a883fa4e55a5&fccid=0e94073a1c937bd1&vjs=3
Data Warehouse Analyst,Laurentian Bank,"Toronto, ON","Posted
Posted 30+ days ago","º Responsible for supporting ETL data pipelines developed in various data warehouses.
º Support daily/weekly/monthly Data Warehouse processes and diagnose…",https://ca.indeed.com/rc/clk?jk=35037a827f0059e8&fccid=af614bc43ec65114&vjs=3
Health Data Analyst,Chatham-Kent,"Remote in Chatham-Kent, ON","Posted
Posted 30+ days ago",Participates as a member of a multidisciplinary team and maintains data management and statistical analysis competence through ongoing professional development.,https://ca.indeed.com/rc/clk?jk=3d8d03f1ae55e5d5&fccid=4d6ed0d0931cbf26&vjs=3
Project Management Officer,Public Services and Procurement Canada,"Remote in Ottawa, ON","Posted
Posted 2 days ago","➨ EX2: Recent experience* in manipulating, extracting, and interpreting financial and/or project data, and preparing related reports.",https://ca.indeed.com/rc/clk?jk=d9308c13d8f8ebbb&fccid=5a173c067166ed66&vjs=3
Real World Evidence Scientist 2023 Intern,Johnson & Johnson,"Toronto, ON","Posted
Posted 30+ days ago","Basic understanding of Canadian health data such as electronic health record, administrative data, and claims data would be an asset.",https://ca.indeed.com/rc/clk?jk=b1ca7bdf448f1f92&fccid=0bed8e17bc113980&vjs=3
Sr QA Analyst - Data,Absorb Software,Remote,"Posted
Posted 23 days ago","Proficient with writing complex SQL to retrieve data from multiple data sources.
Documents to build test strategy, test cases, and impact analysis.",https://ca.indeed.com/rc/clk?jk=38f925e69eb2a17f&fccid=0da54d88a111f61f&vjs=3
"Consultant, Business Systems Analysis",CIBC,"Toronto, ON","Posted
Posted 3 days ago","You’ll lead complex projects to ensure solutions are aligned to business goals and objectives.
As a Consultant, Business Systems Analysis, you’ll support end-to…",https://ca.indeed.com/rc/clk?jk=0a66d1206960fa60&fccid=f99648405c7e9e3a&vjs=3
Data Scientist/Time Series,Scarsin,"Markham, ON","Posted
Posted 30+ days ago","Proficient in time series analysis and forecasting.
Experience with data preprocessing, anomaly/outlier detection.
Develops production-ready codes in R.",https://ca.indeed.com/rc/clk?jk=e97e7d4b249d30c2&fccid=ca1eb7a6353c159a&vjs=3
Risk Analyst,Citco,"Toronto, ON","Posted
Posted 17 days ago","Perform data analysis and modification/cleaning as necessary.
Perform data entry and first level data validation and ad-hoc reporting as required.",https://ca.indeed.com/rc/clk?jk=afc56918229e6bf2&fccid=58a0b6e7b7d51d7e&vjs=3
"ANALYST, DATA AND ANALYTICS",Ontario Shores Centre for Mental Health Services,"Whitby, ON","Posted
Posted 30+ days ago","O Exceptional communication skills to explain analysis findings and data solutions to organizational leaders, supporting the generation of insights from data.",https://ca.indeed.com/rc/clk?jk=bcf9fcbd96eea419&fccid=74836306b6661050&vjs=3
DATA SCIENTIST,Temetrix,"Ottawa, ON","Posted
Posted 30+ days ago","2+ years practical data science or engineering work experience out of school, in quantitative domains.
Familiarity with technical tools for analysis: Python, R,…",https://ca.indeed.com/rc/clk?jk=1671413c2aaa3011&fccid=6b8274f384c00579&vjs=3
RES O 24R - Senior Data Analyst - Amended,BC Public Service,"Victoria, BC","Posted
Posted 16 days ago","Experience leveraging structured and unstructured data sources to conduct quantitative analysis.
The position undertakes independent professional data analysis…",https://ca.indeed.com/rc/clk?jk=7fe527b9029acb4d&fccid=65dd05622a756445&vjs=3
"Data Analyst, Physiology & Pharmacology, Cumming School of M...",The University of Calgary,"Calgary, AB","Posted
Posted 2 days ago","Courses in database management, regression analysis, multivariate methods, linear models, repeated measures analysis, sample calculation analysis, etc.",https://ca.indeed.com/rc/clk?jk=b6375ce762efbf6f&fccid=73ba4947c3957345&vjs=3
Senior Data Engineer,Mastercard,"Vancouver, BC","Posted
Posted 14 days ago","Intermediate level of data analysis and reporting experience in professional setting.
You are a creative coder with experience building and maintaining data…",https://ca.indeed.com/rc/clk?jk=8837b9da28081539&fccid=10b5c722d846df43&vjs=3
Big Data Engineer,TMX Group Limited,"Toronto, ON","Posted
Posted 16 days ago",Enhance the existing and build new data pipelines to extract & transform data for business users to build data analytics.,https://ca.indeed.com/rc/clk?jk=515f5c5705fb6bfa&fccid=e703782e9a357fad&vjs=3
Research Assistant,University of British Columbia,British Columbia,"Posted
Posted 9 days ago","Maintain research databases, perform data analysis and interpret results.
Design research studies and develop associated proposals with detailed analysis plans.",https://ca.indeed.com/rc/clk?jk=eff378e71ef2576b&fccid=462e6068c17c7702&vjs=3
Data Conversion Developer,University of British Columbia,"Vancouver, BC","Posted
Posted 13 days ago","Experience with data analysis and modeling tools and concepts.
Design robust, highly disciplined and maintainable data migration/conversion processes; build…",https://ca.indeed.com/rc/clk?jk=b5a82e1e3ef5170d&fccid=462e6068c17c7702&vjs=3
Data Scientist - Consultant/ Senior Consultant - Lighthouse,KPMG,"Toronto, ON","Posted
Posted 30+ days ago","Perform quantitative analysis of data issues.
Architect the data platform models for scalability, repeatability and performance to build data solutions.",https://ca.indeed.com/rc/clk?jk=50b9426b69d42a87&fccid=2dd390c3a48a7ed0&vjs=3
Data scientist,Kinsol Research,"Victoria West, PE","Posted
Posted 30+ days ago",Sufficient data warehouse and non-relational data techniques knowledge to work effectively with engineering partners.,https://ca.indeed.com/rc/clk?jk=ef5fd1a09f285488&fccid=98527e77b5e98f7e&vjs=3
Internship opportunities in IT,National Bank of Canada,"Remote in Montréal, QC","Posted
Posted 29 days ago","Work to advance analysis standards and processes and the techniques used.
And offer various types of analyses (functional, data, quality assurance).",https://ca.indeed.com/rc/clk?jk=075aa3ea21259e32&fccid=bb42ba28e525eb20&vjs=3
Data Warehouse Developer,BNP Paribas,"Hybrid remote in Montréal, QC","Posted
Posted 16 days ago","Ability to perform detailed data analysis (i.e. determine the structure, content, and quality of the data through examination of source systems and data samples…",https://ca.indeed.com/rc/clk?jk=a7bdcf4ab8673f1e&fccid=1392500f835bba92&vjs=3
"Scientist I, Data Standardization, Ontologies (Remote)",BenchSci,"Remote in Toronto, ON","Posted
Posted 15 days ago","Help with data analysis projects, including customer-facing data analysis projects.
Help with regular audits of experimental data on the platform to improve…",https://ca.indeed.com/rc/clk?jk=8acd97a288a6a7a8&fccid=cb94cfaf4856cc5b&vjs=3
"Data Analyst, Operations",STEMCELL Technologies,"Vancouver, BC","Posted
Posted 30+ days ago","Develop metrics and queries by data modeling through various tools such as business intelligence software.
Collaborate with various departments that are part of…",https://ca.indeed.com/rc/clk?jk=369931ab3125c3d4&fccid=1495fd2cb143fcaf&vjs=3
Data Visualization Analyst Co-Op,Equifax,"Toronto, ON","Posted
Posted 16 days ago","Analyze data, integrate multiple data sources and generate insights for stakeholders.
This is a great Co-op experience for someone interested in a career in…",https://ca.indeed.com/rc/clk?jk=7eeefa276fd06561&fccid=34c446722f3cf576&vjs=3
Data Management Analyst (18 month contract),CAAT Pension Plan,"Remote in Toronto, ON","Posted
Posted 23 days ago","Provide data analytics to users ensuring that data is properly interpreted.
The Data Management Analyst brings expertise in automated methods of data analysis…",https://ca.indeed.com/rc/clk?jk=fc5e8ecd9e8c69c7&fccid=0cb5982e3e856497&vjs=3
Gold Rush Summer Intern - IT Data & Analytics,Kinross Gold Corporation,"Hybrid remote in Toronto, ON","Posted
Posted 23 days ago","Interest in data related activities such as: data discovery, data visualization, and data modeling.
Reporting and data visualization tools such as Power BI will…",https://ca.indeed.com/rc/clk?jk=22d40902b7d390fe&fccid=58e9e429e1cf4432&vjs=3
Data Entry Clerk – Ref #2022-31,Sioux Lookout First Nations Health Authority,"Sioux Lookout, ON","Posted
Posted 30+ days ago","Liaises with regional partners such as FNIHB Sioux Lookout zone Office, Tribal Council Nursing Directors, etc. around data collection and analysis questions and…",https://ca.indeed.com/rc/clk?jk=a8344540f09801f6&fccid=545a4a9f500fa727&vjs=3
"Specialist Data Integration Data Analytics, Reporting & Eval...",BC Children's Hospital,"Vancouver, BC","Posted
Posted 27 days ago",The Data Integration Specialist provides assistance to Performance Measurement & Reporting staff and to data/information creators in other departments with data…,https://ca.indeed.com/rc/clk?jk=49ae4654c7b9371b&fccid=24a16f524d217122&vjs=3
Data Scientist - Data Operations and Analytics,TELUS,"Toronto, ON","Posted
Posted 27 days ago",Minimum of 3+ years of working with large data sets and analyzing data to identify patterns and in Writing and testing code proficiently.,https://ca.indeed.com/rc/clk?jk=104dbca462ad5989&fccid=ed81336789a877c2&vjs=3
Senior Data Scientist - Insight,Coursera,Canada,"Posted
Posted 30+ days ago","Distill insights from complex data and/or data product results; build efficient and scalable insights.
Partner with other data scientists to develop measurement…",https://ca.indeed.com/rc/clk?jk=9fa88d575151220c&fccid=ef63980be6005ec6&vjs=3
"Analyst, Risk Assessment and Intervention Hub",Office of the Superintendent of Financial...,"Remote in Toronto, ON","Posted
Posted 8 days ago","Ability to analyze data and interpret results.
To keep pace with growing and increasingly complex demands, the Risk Assessment and Intervention Hub (RAIH) is…",https://ca.indeed.com/rc/clk?jk=2a23d54d854ab260&fccid=5a173c067166ed66&vjs=3
"Data Analyst, Report Writer",University of Victoria,"Victoria, BC","Posted
Posted 17 days ago","Statistical and data analysis and exploration skills.
Demonstrated knowledge of relational databases and data structures.
Power BI or Tableau experience.",https://ca.indeed.com/rc/clk?jk=4f3b350ac2d7e384&fccid=95737967a35b2629&vjs=3
Data Engineer,Mariner Innovations,"Halifax, NS","Posted
Posted 30+ days ago","Database architecture and data warehousing.
Statistical modeling and regression analysis.
Mariner's Data Engineers work with extended team of data architects,…",https://ca.indeed.com/rc/clk?jk=ec28b26f062c69f5&fccid=d3baf1c820bd7a92&vjs=3
2023 Winter Student - Risk and Data Analyst (2nd Round Posti...,Royal Bank of Canada,"Toronto, ON
+1 location","Posted
Posted 30+ days ago","The student will build solid understanding on RBC IT & data management practices and gain extensive experience in data management, business analysis, agile…",https://ca.indeed.com/rc/clk?jk=a902d8b5e9339234&fccid=537b899e30af3338&vjs=3
Prin Clinical Data Scientist,Syneos Health Clinical,Remote,"Posted
Posted 30+ days ago",Ensures the required data elements and corresponding data quality oversight steps are identified to support the defined study analysis.,https://ca.indeed.com/rc/clk?jk=c0ab50e7166e00c7&fccid=772a1485bbbe4156&vjs=3
software engineer,Universal Softwares Inc.,"Abbotsford, BC","Posted
Posted 30+ days ago","Collect and document user's requirements and develop logical and physical specifications.
Research, evaluate and synthesize technical information to design,…",https://ca.indeed.com/rc/clk?jk=d10ff94dcd951ebb&fccid=9b56e7c026c20db5&vjs=3
Data Integration Analyst,Sport Chek,"Calgary, AB","Posted
Posted 3 days ago","Responsible for examining new product lines, managing content, and performing analysis.
To be successful in this role, you should have an analytical mindset…",https://ca.indeed.com/rc/clk?jk=919dee538768bf1a&fccid=74e3acd6d03f9497&vjs=3
Senior Data Scientist,Staples Canada,"Richmond Hill, ON","Posted
Posted 13 days ago","Familiarity with the Segment customer data platform.
Provide quantitative research and analysis to identify process improvement.",https://ca.indeed.com/rc/clk?jk=817ffc5d18564336&fccid=5fb424bf650ac38a&vjs=3
Market Research Intern (Product Marketing),ORION Empowering Innovation,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Contribute to CRM operations by updating data base records,.
Undertake thorough competitive analysis and research to support Product Marketing for ORION’s…",https://ca.indeed.com/rc/clk?jk=40aac67c2ea7f6c3&fccid=6099ece2a6f8634f&vjs=3
Pension Analyst,LifeWorks,"Halifax, NS
+1 location","Posted
Posted 16 days ago",Working with the data integration team to identify data requirements for the implementation of clients’ pension plans on our pension administration system.,https://ca.indeed.com/rc/clk?jk=995b6a0db3101096&fccid=f0b9f94cc2f932db&vjs=3
Equity Research Co-op (January 2023-April 2023),Raymond James Financial,"Toronto, ON","Posted
Posted 30+ days ago","Working with the analysts in conducting thorough analysis of the industries and targeted companies; and.
The Co-op program will offer the opportunity to gain…",https://ca.indeed.com/rc/clk?jk=16369120b5d67541&fccid=a29e9c4c46532426&vjs=3
Data Analyst- Collaborative Health,TELUS,"Halifax, NS","Posted
Posted 30+ days ago","Extracting data from various source systems and data stores by performing light business coding (ex. Java, Python, C#, etc.).
2+ years of working with SQL/TSQL.",https://ca.indeed.com/rc/clk?jk=b5093c1523193a0e&fccid=ed81336789a877c2&vjs=3
Machine Learning Engineer,Avalanche,"Temporarily Remote in Vancouver, BC","Posted
Posted 21 days ago","Responsible for maintaining data ethics in machine learning and continuous effort to reduce data bias in systems.
Strong collaboration and communication skills.",https://ca.indeed.com/rc/clk?jk=f9f3e03d6e8095f3&fccid=32a8401fb9aa05f6&vjs=3
Physical Sciences Specialist,Environment and Climate Change Canada,"Edmonton, AB","Posted
Posted 13 days ago","K3 Knowledge of data analysis methods.
AEX5 Experience in the analysis and visualisation of large geospatial datasets.
Bilingual Non-Imperative – BBB/BBB.",https://ca.indeed.com/rc/clk?jk=3dfcc18b17cb3fd7&fccid=5a173c067166ed66&vjs=3
Data Scientist,Desjardins,"Montréal, QC","Posted
Posted 30+ days ago","Experience in quantitative analysis and modelling.
Being a data scientist at Desjardins means having the drive to develop a passion for data models, machine…",https://ca.indeed.com/rc/clk?jk=089c16700b7709f8&fccid=d1e5df65baa8857f&vjs=3
"Data Analyst, Data Management IT",Doctors of BC,"Vancouver, BC","Posted
Posted 30+ days ago","Performs statistical modeling, quantitative analysis and data mining.
Expertise in quantitative data management and analysis, and statistical and data…",https://ca.indeed.com/rc/clk?jk=a15785e75e7ea94d&fccid=cf23e6e35480343a&vjs=3
Data Scientist,Xylem,"Mississauga, ON
+1 location","Posted
Posted 17 days ago","Perform statistical analysis on big data sets, including processing, cleansing, and validating the integrity of data to be used for analysis.",https://ca.indeed.com/rc/clk?jk=bab65be49430e1af&fccid=68ec8a8ee6cf5ac6&vjs=3
Senior Data Analyst (Distributed - Canada),Thinkific,"Remote in Toronto, ON","Posted
Posted 2 days ago","Has 3+ years of experience in a data role or data analysis environment.
Advocate for the use of data for decision making through knowledge sharing, data…",https://ca.indeed.com/rc/clk?jk=f2094d2d7c2318fe&fccid=d699314cf8d706e3&vjs=3
Data Management Specialist,QuadReal Property Group,"Toronto, ON","Posted
Posted 30+ days ago","Ability to identify and remediate data issues through root cause analysis.
Promote data literacy and the understanding of data definitions and standards across…",https://ca.indeed.com/rc/clk?jk=4e204f1252f0aed0&fccid=4c0dd9bbeab79d21&vjs=3
"Process Engineer 4 – Gas, Fuels & Chemicals – Virtual",Dovre Group,Remote in Canada,"Posted
Posted 16 days ago","Under general process engineer supervision, performs all aspects of conventional process design engineering and analysis.",https://ca.indeed.com/rc/clk?jk=219e06aca93a16cf&fccid=c5635adcfd63e6b8&vjs=3
Forest Research Economist,Natural Resources Canada,"Victoria, BC","Posted
Posted 2 days ago","They will be responsible for maintaining knowledge of current issues facing the BC and Canadian forestry sectors, maintaining relevant data on the sector.",https://ca.indeed.com/rc/clk?jk=e9a0f4483e597c9d&fccid=5a173c067166ed66&vjs=3
Data Architect,Colliers,"Toronto, ON","Posted
Posted 22 days ago","Good knowledge of Erwin data modeling tool.
Lead the migration of data from legacy systems to new solutions.
As a Data Architect, you will develop and maintain…",https://ca.indeed.com/rc/clk?jk=dad7e853bc99e1a6&fccid=1a9a1146f8fe1ec1&vjs=3
"Software Developer, Winter 2023 (Co-op/Internship) - 4 month...",BMO Financial Group,"Toronto, ON","Posted
Posted 13 days ago","Conducts independent analysis and assessment to resolve strategic issues.
Supports production issues, includes independently completing root-cause analysis and…",https://ca.indeed.com/rc/clk?jk=5b1968e26a2d1db4&fccid=3a429036b3725efa&vjs=3
Data Specialist,Cogeco Communications Inc.,"Montréal, QC","Posted
Posted 30+ days ago","Ability to build and optimize data sets, 'big data' data pipelines.
Data modeling: working with the data analyst and data architect to define the data…",https://ca.indeed.com/rc/clk?jk=2f3edefee3997945&fccid=d945ee72055e297a&vjs=3
Data Support Sr Analyst at Quantitative Services Risk Operat...,Bank of America,"Toronto, ON","Posted
Posted 16 days ago","Improve data quality diagnostic tools, investigate possible data errors and remediate inaccurate & missing data.",https://ca.indeed.com/rc/clk?jk=deb0cf410a5c03a8&fccid=5bd99dfa21c8a490&vjs=3
Research Assistants (Inventory),Agriculture and Agri-Food Canada,"Winnipeg, MB","Posted
Posted 30+ days ago","Experience making observations, preparing data sheets, collecting or recording data accurately or summarizing results.
Prepare SOPs and JSAs whenever required.",https://ca.indeed.com/rc/clk?jk=86cc150fd4db0421&fccid=5a173c067166ed66&vjs=3
Junior Back End Developer | TELUS Digital,TELUS,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Support data integration between Anaplan and other financial systems (e.g. SAP); monitor data flows to and from Anaplan.
Advanced knowledge of Excel / Sheets.",https://ca.indeed.com/rc/clk?jk=5c109dc94a8cc92c&fccid=ed81336789a877c2&vjs=3
Data Scientist / Analyst,Babcock International,"Victoria, BC","Posted
Posted 30+ days ago","Experience conducting data analysis with one or more of the following (Power BI, R, Python).
Proficient with the use of data visualization tools (Power BI or…",https://ca.indeed.com/rc/clk?jk=74384b91952ee18b&fccid=b97fe762142888a0&vjs=3
Data Base Administrator,CGI,"Montréal, QC","Posted
Posted 1 day ago","Install and configure database systems (On prem or Cloud deployment);
Participate in database migration project;
Create and maintain operational documentation;",https://ca.indeed.com/rc/clk?jk=133a559ba539b3ee&fccid=43a69183767d4301&vjs=3
Data Scientist – Operations Research and Optimization,Air Canada,"Dorval, QC","Posted
Posted 30+ days ago","Strong problem solving and data analysis skills.
Guide data engineering efforts to ensure alignment with future optimization engine needs.",https://ca.indeed.com/rc/clk?jk=95d4fe320268721e&fccid=fb805c6a170f5f18&vjs=3
Senior Data Scientist (Remote),Yelp,"Remote in Vancouver, BC","Posted
Posted 30+ days ago","Expertise in SQL, and R or Python for data analysis and platform development.
Communicate key insights from analyses, experiments and data products to…",https://ca.indeed.com/rc/clk?jk=3bd65075104ae32d&fccid=0e94073a1c937bd1&vjs=3
Data Analyst,Citi,"Mississauga, ON","Posted
Posted 30+ days ago","Ability to perform data analysis in distributed databases.
Investigate data issues and find root causes, traversing back across multiple hops of data lineage.",https://ca.indeed.com/rc/clk?jk=cd88762c9d5ee510&fccid=5bcd1ef0a7f4fb99&vjs=3
user support technician,Multilingual Community Interpreter Services...,"North York, ON","Posted
Posted 30+ days ago",Communicate electronically and in person with computer users experiencing difficulties to determine and document problems experienced.,https://ca.indeed.com/rc/clk?jk=587251aaff3d43a0&fccid=dd616958bd9ddc12&vjs=3
software testing technician,NIYA FREIGHT & LOGISTICS,"Remote in Chilliwack, BC","Posted
Posted 30+ days ago","Develop and document software testing plans.
Install software and hardware and configure operating system software in preparation for testing.",https://ca.indeed.com/rc/clk?jk=8e49bc4e8313ef80&fccid=9a103b2f80aac1c8&vjs=3
"Specialist Data Integration Data Analytics, Reporting & Eval...",PHSA,"Vancouver, BC","Posted
Posted 27 days ago",The Data Integration Specialist provides assistance to Performance Measurement & Reporting staff and to data/information creators in other departments with data…,https://ca.indeed.com/rc/clk?jk=a425675dce8b48ee&fccid=f66f721a44de3765&vjs=3
Data & Analytics - Senior Analytics Engineer,Aritzia,"Vancouver, BC","Posted
Posted 9 days ago","Excellent SQL skills with the ability to create efficient data models, applied to cloud data warehousing in particular.
SAP HANA data environment is a plus.",https://ca.indeed.com/rc/clk?jk=07826e98d01364b4&fccid=230bf53df7c46c1a&vjs=3
Director Of Data Analytics,Lakeridge Health,"Oshawa, ON","Posted
Posted 9 days ago","Determination to provide excellence in data-informed decision-making through a combination of self-service, predictive and prescriptive (AI) approaches to…",https://ca.indeed.com/rc/clk?jk=5538ce9f3f93148f&fccid=e6b2e8a3d8f79499&vjs=3
PS Systems & Data Analyst,Canadian Red Cross,"Remote in Ottawa, ON","Posted
Posted 23 days ago","Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality; acquire data…",https://ca.indeed.com/rc/clk?jk=b39726636516e52f&fccid=21d7457fa0b5bec7&vjs=3
Marketing Data Scientist,Napkyn Analytics,"Ottawa, ON","Posted
Posted 30+ days ago","Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and cloud ‘big data’…",https://ca.indeed.com/rc/clk?jk=c2358436b88eae89&fccid=279aaa580c94cee9&vjs=3
Research Assistant,IWK Health Centre,"Halifax, NS","Posted
Posted 1 day ago","Performs data resolution and reviews subjects’ charts as necessary.
Experience with statistical analysis software (SPSS, R Suite, etc.) an asset.",https://ca.indeed.com/rc/clk?jk=0e3d093fb39077ca&fccid=2b8c774b943f18e8&vjs=3
"Architect, Data",Ontario Health,"Toronto, ON","Posted
Posted 3 days ago","Applies data architecture and data modeling best practices.
Design and develop logical and physical data models as well as database constructs / data marts to…",https://ca.indeed.com/rc/clk?jk=3c4d8bb6f5be721a&fccid=942edb5b2679caa0&vjs=3
Strategy Consultant- Deloitte Global,Deloitte,"Toronto, ON","Posted
Posted 30+ days ago","Defines, shapes and executes analysis.
Leads analyses of processes, financials, and other data to develop points of view and make strategic recommendations to…",https://ca.indeed.com/rc/clk?jk=75aa57937d9d67be&fccid=9e215d88a6b33622&vjs=3
"Intern, Corporate Strategy",The Town of Caledon,"Remote in Caledon, ON","Posted
Posted 10 days ago","Work with internal stakeholders to collect data based on identified measures.
Conduct research and analysis to identify comparable practices with other…",https://ca.indeed.com/rc/clk?jk=bc5f3e6a19ea7c50&fccid=eef14c0c013e0f88&vjs=3
Real World Data Privacy Analyst (All Genders),Sanofi US,"Toronto, ON","Posted
Posted 20 days ago","Promote a culture of data protection compliance across all units of the digital data organization.
Strong knowledge and understanding of data protection…",https://ca.indeed.com/rc/clk?jk=f61a8aab6f9a9ee9&fccid=5d3ed74ca4598964&vjs=3
"Associate Engineer II, Identity and Access Management",Lululemon,"Engineer, BC","Posted
Today","Actively monitor data integrations and data quality, correcting issues as the arise and escalating to next-tier support as needed.",https://ca.indeed.com/rc/clk?jk=98bda4b2597d113c&fccid=43f0f7dbd55927e9&vjs=3
Web developer,Homelife G1 Realty Inc,"Brampton, ON","Posted
Posted 1 day ago","Mapping and data visualization software.
Consult with clients to develop and document Website requirements.
Prepare mock-ups and storyboards.",https://ca.indeed.com/rc/clk?jk=35f7c7f42b90f172&fccid=655142a99a931bae&vjs=3
AI Developer,Levio,Canada,"Posted
Posted 2 days ago","Perform statistical analysis on big data sets.
Experience working with large data sets and writing efficient code capable of processing large data streams at…",https://ca.indeed.com/rc/clk?jk=e194d46f6757c4c0&fccid=32c9262352d9ac8a&vjs=3
"Data Developer, Business Intelligence",PHSA,"Burnaby, BC","Posted
Posted 30+ days ago","Writes programming codes to develop data pipelines using data engineering or data science techniques, and transforms data by utilizing machine learning or…",https://ca.indeed.com/rc/clk?jk=74762d36dac10315&fccid=f66f721a44de3765&vjs=3
"director, engineering research and development",General Machinery & Cutter Inc.,"Scarborough, ON","Posted
Posted 17 days ago","Oversee the analysis of data and information.
Plan and control budget and expenditures.
Establish and implement policies and procedures for engineering work.",https://ca.indeed.com/rc/clk?jk=5239d1be84f948f8&fccid=0dcc0c570ff11ddd&vjs=3
"Senior Consultant, Information Management & Data Analytics",KPMG,"Vancouver, BC","Posted
Posted 12 days ago","Data Management is an indispensable basis for data analysis and data strategy.
However, data only has value through strong and reliable data analysis, clear…",https://ca.indeed.com/rc/clk?jk=23701ba8708f9036&fccid=2dd390c3a48a7ed0&vjs=3
Senior Data Analytics Specialist,Government of Saskatchewan,"Regina, SK","Posted
Posted 30+ days ago",Leading the cataloging of CSWB related data for various source systems such as Criminal Justice Information Management System (CJIMS) and development of data…,https://ca.indeed.com/rc/clk?jk=c50e0b657c75e6d9&fccid=46b05e24085a766c&vjs=3
"Cloud Data Engineer, Digital Solutions",MNP,"Toronto, ON","Posted
Posted 9 days ago","Conduct complex data analysis and report on results.
Build and maintain data marts, data warehouses, and massive data storages.",https://ca.indeed.com/rc/clk?jk=d6d5eb391191c375&fccid=b8ee7f714bcca05b&vjs=3
Data and Reporting Analyst,The Boiler Inspection and Insurance Company of...,"Chaudière-Appalaches, QC","Posted
Posted 15 days ago","Solution Development to support their needs for data reporting and analysis across all products.
Deliver robust analysis and generate and support insights and…",https://ca.indeed.com/rc/clk?jk=20117b20ce783cbc&fccid=efb44008d7abb1a0&vjs=3
